pojazd_id,marka,kategoria,typ,model,wariant,wersja,rodzaj,podrodzaj,przeznaczenie,pochodzenie,rodzaj_tab_znamionowej,rok_produkcji,sposob_produkcji,data_pierwszej_rej,data_rejestracji_ost,data_pierwszej_rej_za_granica,pojemnosc_silnika,moc_do_masy,moc_silnika,moc_silnika_hybrydowego,masa_wlasna,masa_pgj,dopuszczalna_masa_calkowita,maksymalna_masa_calkowita,dopuszczalna_ladownosc_calk,maksymalna_ladownosc_calk,dopuszczalna_masa_ciag_zesp,liczba_osi,naj_dopuszczalny_nacisk_osi,naj_maksymalny_nacisk_osi,max_masa_przyczepy_z_hamulcem,max_masa_przyczepy_bez_ham,liczba_miejsc_ogolem,liczba_miejsc_siedzacych,liczba_miejsc_stojacych,rodzaj_paliwa,rodzaj_paliwa_alternatywnego,rodzaj_paliwa_alternatywnego2,sr_zuzycie_pal,rodzaj_zawieszenia,radar,hak,kierownica_polozenie,kierownica_z_prawej,katalizator,producent_podstawowy,kod_ident,rozstaw_osi_kierowanej,rozstaw_kol_max,rozstaw_kol_sred,rozstaw_kol_min,emisja_co2_redukcja,wersja_rpp,kod_rpp,data_wyrejestrowania,przyczyna_wyrejestrowania,data_wprowadzenia_danych,akt_miejsce_rej_wojwe,akt_miejsce_rej_powiat,akt_miejsce_rej_gmina,siedziba_wlasciciela_woj,siedziba_wlasciciela_pow,siedziba_wlasciciela_gmina,data_pierwszej_rej_w_kraju,createtimestamp,modifytimestamp,siedziba_wlasciciela_woj_teryt,akt_miejsce_rej_wojew_teryt,emisja_co2,emisja_co2_pal_alternatywne1
18366095070545,OPEL,,---,"ASTRA 1,6 KAT",---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1991,FABRYCZNY,1991-11-21,2013-07-19,1991-11-21,1598.00,,55.00,,950,,1475,1475,,,,2,7,7,1000,500,5,5,,BENZYNA,,,,,,T,,,N,,002240001000000,,,,,,9,03,2016-08-12,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2017-10-17,KUJAWSKO-POMORSKIE,ŻNIŃSKI,ŻNIN,KUJAWSKO-POMORSKIE,ŻNIŃSKI,JANOWIEC WIELKOPOLSKI,2005-09-01,2019-03-15,2019-03-15,04,04,,
83995829397929,URSUS,,,C 355,,,CIĄGNIK ROLNICZY,KOŁOWY,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1975,FABRYCZNY,1975-02-09,2004-12-09,,3120.00,,1.00,,99999,,2680,,2100,,,2,1,1,,,999,999,,OLEJ NAPĘDOWY,,,,,,N,,,B,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,KUJAWSKO-POMORSKIE,BYDGOSKI,KORONOWO,1975-02-09,2019-03-15,2019-03-15,04,04,,
28177381247125,SEAT,13,6J,IBIZA,SCCBZBX0,SGNFM52T1067MJGI,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2014,FABRYCZNY,2015-01-22,2015-01-22,,1197.00,,77.00,,1015,,1580,1580,,,2780,2,8,8,1200,540,5,5,,BENZYNA,,,5.10,,1282,N,,,T,SEAT S.A.,002580002002412,,1449,1445.0,1441,,1,0306000,,,,KUJAWSKO-POMORSKIE,GRUDZIĄDZ,GRUDZIĄDZ,KUJAWSKO-POMORSKIE,GRUDZIĄDZ,GRUDZIĄDZ,2015-01-22,2019-03-15,2019-03-15,04,04,119.0,
82981613318272,AUDI,,---,A6 3.0 TDI,---,---,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2004,FABRYCZNY,2004-08-09,2019-03-13,2004-08-09,2967.00,,165.00,,1840,,2345,2345,505,,4305,2,13,13,1900,750,5,5,,OLEJ NAPĘDOWY,,,,,,N,,,N,,002140003000000,,,,,,9,03,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,,,,2009-05-20,2019-03-15,2019-03-15,,04,,
13375033983928,,,,,,,PRZYCZEPY CIĘŻAROWE UNIWE,O LADOWNOSCI DO 8T,,,,1987,,1987-05-27,2000-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,B,,,,,,,,,,2000-07-08,,2017-10-17,KUJAWSKO-POMORSKIE,,,,,,1987-05-27,2019-03-15,2019-03-15,,04,,
1805236727004,ROMET MOTORS,2,B1,,00,00,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2009,FABRYCZNY,2010-10-06,2010-10-06,,49.00,0.0272,2.50,,92,,242,,,,,2,2,2,,,2,2,,BENZYNA,,,,,,N,,,T,,042470000000049,,,,,,1,0100000,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,KUJAWSKO-POMORSKIE,TORUŃSKI,LUBICZ,2010-10-06,2019-03-15,2019-03-15,04,04,,
72572279928593,BMW,11111111,---,318 I,---,---,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,UŻYW. IMPORT INDYW,ORYGINALNA,2000,FABRYCZNY,2000-02-04,2013-01-29,2000-02-04,1895.00,,87.00,,1285,,1785,1785,,,3185,2,10,10,1400,680,5,5,,BENZYNA,,,,,,N,,N,B,,002160434000000,,,,,,9,03,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,,,,2013-01-29,2019-03-15,2019-03-15,,04,,
54789974538952,VOLKSWAGEN,11111111,---,GOLF,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1992,FABRYCZNY,1992-06-11,2018-06-21,1992-06-11,1391.00,,44.00,,960,,1470,1470,510,,,2,,,800,,5,5,,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),,,,,N,,N,N,,002170020000000,,,,,,9,03,2018-09-26,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2018-09-26,KUJAWSKO-POMORSKIE,ALEKSANDROWSKI,ALEKSANDRÓW KUJAWSKI,,,,2004-07-09,2019-03-15,2019-03-15,,04,,
23529570970579,AUDI,,,80,,,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1989,FABRYCZNY,1990-05-15,2003-01-20,,1760.00,,,,1030,,1490,1490,,,,2,12,12,1200,560,5,5,,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),,,,,T,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,INOWROCŁAWSKI,INOWROCŁAW,KUJAWSKO-POMORSKIE,INOWROCŁAWSKI,INOWROCŁAW,1990-05-15,2019-03-15,2019-03-15,04,04,,
637403526718025,VOLKSWAGEN,13,5N,TIGUAN,ACCBABX1,AM6AM6A6006NDST7MB,SAMOCHÓD OSOBOWY,KOMBI,---,UŻYW. IMPORT INDYW,ORYGINALNA,2008,FABRYCZNY,2008-09-03,2019-06-19,2008-09-03,1968.00,,103.00,,1590,,2240,2240,,,4440,2,11,11,2200,750,5,5,,OLEJ NAPĘDOWY,,,6.90,,,N,,N,B,VOLKSWAGEN AG,002170124000081,,,,,,1,0303000,,,,KUJAWSKO-POMORSKIE,RADZIEJOWSKI,RADZIEJÓW,,,,2019-06-19,2019-07-09,2019-10-01,,04,182.0,
43553755638417,BORO,25,B1,,X07BZ,V,PRZYCZEPA LEKKA,CIĘŻAROWA,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2013,FABRYCZNY,2013-05-13,2013-05-13,,,,,,110,,750,750,640,,,1,7,7,,,,,,,,,,,,N,,,B,,037930047000410,,,,,,1,1001000,,,,KUJAWSKO-POMORSKIE,GOLUBSKO-DOBRZYŃSKI,GOLUB-DOBRZYŃ,KUJAWSKO-POMORSKIE,GOLUBSKO-DOBRZYŃSKI,RADOMIN,2013-05-13,2019-03-15,2019-03-15,04,04,,
6634834152347036,BMW,13,F2X,X2 SDRIVE18D,YK51,CAW500L0,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2018,FABRYCZNY,2019-01-29,2019-01-29,,1995.00,,110.00,,1535,,2115,2115,,,3915,2,11,11,1800,750,5,5,,OLEJ NAPĘDOWY,,,4.60,,1282,N,,N,B,BAYERISCHE MOTOREN WERKE AG,002160337000009,,1563,1562.0,1562,,1,0303000,,,,KUJAWSKO-POMORSKIE,xxxxxxxxx,xxxxxxxxx,,xxxxxxxxx,xxxxxxxxx,2019-01-29,2019-03-15,2019-03-15,,04,121.0,
90532661789046,MZ,,,ETZ 150,,,MOTOCYKL,---,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1990,FABRYCZNY,1990-08-16,2004-09-10,,143.00,0.0000,1.00,,120,,290,0,1,,0,2,1,1,0,0,2,2,0,BENZYNA,,,,,,N,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,KUJAWSKO-POMORSKIE,TORUŃSKI,CHEŁMŻA,1990-08-16,2019-03-15,2019-03-15,04,04,,
47157116499068,VOLKSWAGEN,11111111,---,GOLF PLUS,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2007,FABRYCZNY,2007-05-29,2018-11-28,2007-05-29,1896.00,,77.00,,1470,,2000,2000,,,3400,2,,,1400,730,5,5,,OLEJ NAPĘDOWY,,,,,,N,,N,N,,002170151000000,,,,,,9,03,,,,KUJAWSKO-POMORSKIE,BRODNICKI,BRODNICA,,,,2013-12-19,2019-03-15,2019-03-15,,04,,
5549373914576,HONDA,,,AF 32 BALI,,,MOTOROWER,---,---,UŻYW. IMPORT INDYW,ORYGINALNA,1997,FABRYCZNY,1997-08-01,2007-05-02,1997-08-01,49.00,0.0389,3.77,,97,,201,201,,,,2,3,3,,,1,1,,BENZYNA,,,,,,N,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,BRODNICKI,BRODNICA,KUJAWSKO-POMORSKIE,BRODNICKI,JABŁONOWO POMORSKIE,2007-05-02,2019-03-15,2019-03-15,04,04,,
33846547475763,POLSKI FIAT,,,125P 1500,,,SAMOCHÓD OSOBOWY,---,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1978,FABRYCZNY,1978-06-19,2001-11-29,,1481.00,,1.00,,1050,,1450,,1,,,2,1,1,,,5,5,,,,,,,,N,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,MOGILEŃSKI,MOGILNO,KUJAWSKO-POMORSKIE,MOGILEŃSKI,MOGILNO,1978-06-19,2019-03-15,2019-03-15,04,04,,
59432613179520,ZAZ,,,ZAPOROZEC 968,,,SAMOCHÓD OSOBOWY,---,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1974,FABRYCZNY,1978-01-19,1997-01-17,,1197.00,,,,840,,1200,,,,,,7,7,,,4,4,,,,,,,,B,,,B,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,1978-01-19,2019-03-15,2019-03-15,04,04,,
516768191026377,VOLVO,13,F,V60,FWA8,FWA8CD@@,SAMOCHÓD OSOBOWY,KOMBI,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2016,FABRYCZNY,2018-06-29,2018-06-29,,1969.00,,140.00,,1669,,2200,2200,,,4000,2,,,1800,750,5,5,,OLEJ NAPĘDOWY,,,4.40,,1282,N,,N,N,VOLVO CAR CORPORATION,002290224000219,,1588,1586.0,1585,,1,0303000,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,,,,2018-06-29,2019-03-15,2019-03-15,,04,116.0,
73277525009557,,,,POLSKI FIAT 126P 650,,,SAMOCHÓD OSOBOWY,INNY,---,UŻYW. ZAKUPIONY W KRAJU,NIEOKRESLONA,1989,FABRYCZNY,1989-04-05,2004-05-05,,652.00,,,,600,,920,,,,,,6,6,,,4,4,,,,,,,,B,,,B,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,LIPNOWSKI,LIPNO,KUJAWSKO-POMORSKIE,LIPNOWSKI,KIKÓŁ,1989-04-05,2019-03-15,2019-03-15,04,04,,
41320130326297,VOLKSWAGEN,,---,POLO 1.3 KAT,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1991,FABRYCZNY,1991-02-01,2013-01-03,1991-02-01,1272.00,,40.00,,785,,1230,1230,,,,2,6,6,650,410,5,5,,BENZYNA,,,,,,N,,,T,,002170000000000,,,,,,9,03,2017-01-02,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2017-10-17,KUJAWSKO-POMORSKIE,INOWROCŁAWSKI,INOWROCŁAW,KUJAWSKO-POMORSKIE,INOWROCŁAWSKI,JANIKOWO,2007-01-12,2019-03-15,2019-03-15,04,04,,
77687423065530,MERCEDES-BENZ,,---,VITO 115 CDI,---,---,SAMOCHÓD CIĘŻAROWY,FURGON,UNIWERSALNY,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2004,FABRYCZNY,2004-06-21,2008-09-30,2004-06-21,2148.00,,110.00,,2040,,2770,2770,730,,,2,14,14,2500,750,6,6,,OLEJ NAPĘDOWY,,,,,,T,,,N,,003470023000000,,,,,,9,06,,,,KUJAWSKO-POMORSKIE,INOWROCŁAWSKI,INOWROCŁAW,KUJAWSKO-POMORSKIE,INOWROCŁAWSKI,INOWROCŁAW,2005-01-13,2019-03-15,2019-03-15,04,04,,
97731959947714,DAEWOO,,---,TICO,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1998,FABRYCZNY,1998-09-17,2015-12-04,,796.00,,30.00,,640,,1015,,,,,2,5,5,,,5,5,,BENZYNA,,,,,,N,,,N,,002020002000000,,,,,,9,03,,,,KUJAWSKO-POMORSKIE,TUCHOLSKI,TUCHOLA,KUJAWSKO-POMORSKIE,TUCHOLSKI,LUBIEWO,1998-09-17,2019-03-15,2019-03-15,04,04,,
10501203923432,BMW,,---,3B,---,---,SAMOCHÓD OSOBOWY,COUPE,---,UŻYW. IMPORT INDYW,ORYGINALNA,1995,FABRYCZNY,1995-12-14,2012-03-20,1995-12-14,1596.00,,75.00,,1190,,1650,1650,,,2900,2,10,10,1250,630,5,5,,BENZYNA,,,,,,N,,,N,,002160112000000,,,,,,9,03,2017-02-09,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2017-10-17,KUJAWSKO-POMORSKIE,ŚWIECKI,ŚWIECIE,KUJAWSKO-POMORSKIE,BYDGOSKI,OSIELSKO,2012-03-20,2019-03-15,2019-03-15,04,04,,
18483589520870,URSUS,,,C 360,,,CIĄGNIK ROLNICZY,KOŁOWY,---,UŻYW. ZAKUPIONY W KRAJU,NIEOKRESLONA,1979,FABRYCZNY,1979-04-13,2001-11-27,,3120.00,,,,2125,,2955,,10500,,,2,,,,,1,1,,INNE,,,,,,B,,,B,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,RYPIŃSKI,RYPIN,KUJAWSKO-POMORSKIE,RYPIŃSKI,BRZUZE,1979-04-13,2019-03-15,2019-03-15,04,04,,
76563162772904,SUZUKI,11111111,---,SWIFT,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1997,FABRYCZNY,1997-12-24,2012-12-31,,998.00,,39.00,,820,,1250,1250,,,2050,2,,,800,320,5,5,,BENZYNA,,,,,,N,,N,N,,001620012000000,,,,,,9,03,,,,KUJAWSKO-POMORSKIE,ŚWIECKI,ŚWIECIE,,,,1997-12-24,2019-03-15,2019-03-15,,04,,
75519780284288,CITROEN,,,VISA 1.1,,,SAMOCHÓD OSOBOWY,---,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1979,FABRYCZNY,1982-01-26,1996-11-10,,1124.00,,,,800,,,,,,,,,,,,5,5,,,,,,,,B,,,B,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,1982-01-26,2019-03-15,2019-03-15,04,04,,
42526228174829,FSO-WARSZAWA,,,POLONEZ 1.5,,,SAMOCHÓD OSOBOWY,---,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1987,FABRYCZNY,1987-05-18,2003-12-03,,1481.00,,1.00,,1125,,1550,,1,,,2,1,1,,,5,5,,,,,,,,T,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,WĄBRZESKI,WĄBRZEŹNO,KUJAWSKO-POMORSKIE,WĄBRZESKI,PŁUŻNICA,1987-05-18,2019-03-15,2019-03-15,04,04,,
1400079223264,,,,POLSKI FIAT 126P 650,,,SAMOCHÓD OSOBOWY,---,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1989,FABRYCZNY,1989-07-17,2004-06-21,,652.00,,1.00,,600,,920,,1,,,2,1,1,,,4,4,,BENZYNA,,,,,,T,,,B,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,KUJAWSKO-POMORSKIE,BYDGOSKI,KORONOWO,1989-07-17,2019-03-15,2019-03-15,04,04,,
69720737664519,ROMET MOTORS,2,,HT50QT-9,,,MOTOROWER,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2014,FABRYCZNY,2014-07-22,2014-07-22,,49.40,0.0214,2.20,,103,,253,,,,,2,2,2,,,2,2,,BENZYNA,,,,,,N,,,T,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,ALEKSANDROWSKI,ALEKSANDRÓW KUJAWSKI,KUJAWSKO-POMORSKIE,ALEKSANDROWSKI,CIECHOCINEK,2014-07-22,2019-03-15,2019-03-15,04,04,,
88834550615528,DAIHATSU,,,APPLAUSE 1.6KAT,,,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,1990,FABRYCZNY,1991-01-15,2008-03-13,1991-01-15,1590.00,,77.00,,930,,1420,1420,,,,2,8,8,1000,,5,5,,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),,,,,N,,,T,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,2004-06-07,2019-03-15,2019-03-15,04,04,,
